新闻id,时间,内容,score_a,score_b,score_diff,label_a,label_b,label_match,label_distance,primary_a,primary_b,primary_match,types_a,types_b,types_exact_match,types_jaccard,one_no_risk_one_risk,types_disjoint,consistency_level,suggested_action,a_risk_score,a_risk_label,a_raw_risk_label,a_risk_types,a_primary_risk_type,a_reason,a_confidence,a_summary,b_risk_score,b_risk_label,b_raw_risk_label,b_risk_types,b_primary_risk_type,b_reason,b_confidence,b_summary
444,2026-04-16 21:01:11,Drift将重启为基于USDT的Solana永续合约DEX Drift将利用资金恢复用户资金。据CoinDesk报道，本月客户资产超过2.7亿美元被利用。该协议将重启为基于USDT的Solana永续合约DEX。,90,85,5,high,high,True,0,链上漏洞 / 攻击风险,链上漏洞 / 攻击风险,True,"[""链上漏洞 / 攻击风险"", ""偿付能力 / 储备 / 流动性风险""]","[""链上漏洞 / 攻击风险""]",False,0.5,False,False,B_minor_conflict,llm_adjudication,90,high,high,"[""链上漏洞 / 攻击风险"", ""偿付能力 / 储备 / 流动性风险""]",链上漏洞 / 攻击风险,Drift协议遭受严重攻击，客户资产超2.7亿美元被利用，尽管团队宣布重启并恢复用户资金，但攻击事件本身构成重大安全风险，可能影响用户信心和协议偿付能力。,0.95,Drift协议被攻击损失超2.7亿美元，将重启并恢复用户资金。,85,high,high,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,Drift协议此前遭遇攻击，客户资产损失超2.7亿美元，虽计划重启并恢复资金，但已发生严重安全事件，对用户资产和协议声誉构成重大风险。,0.95,Drift协议被攻击损失2.7亿美元，计划重启并恢复用户资金。
453,2026-04-16 19:34:04,RAVE代币暴涨近80倍，背后操纵风险引关注 RAVE代币在7天内暴涨近80倍，引发市场关注。据PANews报道，背后可能存在90%筹码垄断与链上操纵的风险。山寨币市场操纵陷阱频现，投资者需警惕FOMO情绪与空头猎杀策略。,50,55,5,medium,medium,True,0,诈骗 / 跑路 / Rug Pull 风险,异常行情波动风险,False,"[""诈骗 / 跑路 / Rug Pull 风险"", ""异常行情波动风险""]","[""异常行情波动风险"", ""诈骗 / 跑路 / Rug Pull 风险""]",True,1.0,False,False,B_minor_conflict,llm_adjudication,50,medium,medium,"[""诈骗 / 跑路 / Rug Pull 风险"", ""异常行情波动风险""]",诈骗 / 跑路 / Rug Pull 风险,报道指出RAVE代币短时间内异常暴涨且可能存在高度筹码集中与链上操纵行为，具有操纵市场和欺诈嫌疑，对投资者构成潜在损失风险。,0.75,RAVE代币7天暴涨80倍，报道称或存在筹码垄断与链上操纵风险。,55,medium,medium,"[""异常行情波动风险"", ""诈骗 / 跑路 / Rug Pull 风险""]",异常行情波动风险,新闻指出RAVE代币7天内暴涨近80倍，并提到可能存在90%筹码垄断与链上操纵，此类极端行情和筹码集中易引发价格崩盘和投资者损失，存在明确的市场扰乱和潜在的欺诈风险，但尚未确认实际操纵行为，因此评为中等风险。,0.7,RAVE代币暴涨近80倍，被指存在筹码垄断与链上操纵风险。
480,2026-04-16 15:43:37,"Odin Fun 平台遭遇攻击，团队将发布更新 据 Foresight News 报道，Odin Fun 联合创始人 Bob Bodily 发推表示，团队将在接下来的 24 小时内发布攻击事件更新。

Odin Fun 平台将在未来 48 小时内尝试恢复交易。此前，Odin Fun 于 4 月 1 日出现异常大额抛售，主要涉及少数几个 Meme 币，随后多用户报告账户余额异常、BTC 和代币被异常提取。",80,80,0,high,high,True,0,链上漏洞 / 攻击风险,交易所与系统运维风险,False,"[""链上漏洞 / 攻击风险"", ""交易所与系统运维风险""]","[""交易所与系统运维风险""]",False,0.5,False,False,B_minor_conflict,llm_adjudication,80,high,high,"[""链上漏洞 / 攻击风险"", ""交易所与系统运维风险""]",链上漏洞 / 攻击风险,Odin Fun平台遭遇攻击，导致多用户报告账户余额异常，BTC和代币被异常提取，平台已暂停交易并计划恢复，存在明确的资产安全与系统运行风险。,0.95,Odin Fun平台遭攻击致用户资产异常提取，将发布更新并尝试恢复交易。,80,high,high,"[""交易所与系统运维风险""]",交易所与系统运维风险,Odin Fun平台确认遭遇攻击，导致用户账户余额异常，BTC和代币被异常提取，平台暂停交易。已造成实际资产损失，风险影响明确且严重。,0.95,Odin Fun平台遭攻击致用户资产被异常提取，交易暂停，团队将更新。
502,2026-04-16 13:34:07,加密市场突破受晚盘买盘推动，但链上活动疲软引发担忧 加密市场近期出现突破，主要受到大量参与者和晚盘买盘的推动。据CoinDesk报道，尽管市场表现强劲，但链上活动的疲软引发了对其持久性的质疑。,30,15,15,low,low,True,0,无明显风险,无明显风险,True,[],[],True,1.0,False,False,B_minor_conflict,llm_adjudication,30,low,low,[],无明显风险,新闻称加密市场上涨但链上活动疲软，引发对上涨持久性的担忧，属于市场分析观点，未出现实际损失或负面事件，整体风险较低。,0.8,加密市场突破上涨但链上活动疲软引发持久性质疑,15,low,low,[],无明显风险,新闻仅描述市场突破后对链上活动疲软的担忧，未出现实际损失、攻击或重大负面事件，整体风险较低。,0.7,加密市场突破但链上活动疲软引发持久性质疑
522,2026-04-16 11:14:00,Zora即将解锁16667万枚代币 据 ChainCatcher 报道，Web3资产数据平台RootData的代币解锁数据显示，Zora（ZORA）将于东八区时间04月23日21时解锁约16667万枚代币。,5,20,15,low,low,True,0,无明显风险,无明显风险,True,[],[],True,1.0,False,False,B_minor_conflict,llm_adjudication,5,low,low,[],无明显风险,新闻仅预告Zora项目即将进行代币解锁，属于常规代币释放事件，未提及负面信号或市场影响，风险极低。,0.95,Zora将于4月23日解锁约1.67亿枚代币。,20,low,low,[],无明显风险,新闻仅预告Zora的定期代币解锁事件，未伴随黑客、争议、抛售或负面公告，属于常规链上数据披露，对市场冲击有限，故评为低风险。,0.95,Zora将于4月23日解锁约1.67亿枚ZORA代币。
530,2026-04-16 09:43:53,"全网爆仓 2.13 亿美元，104,741 人受影响 据 ChainCatcher 报道，过去 24 小时全网爆仓金额达 2.13 亿美元，其中多单爆仓 7,886.57 万美元，空单爆仓 1.34 亿美元。比特币多单爆仓 2,106.47 万美元，空单爆仓 4,570.97 万美元；以太坊多单爆仓 1,695.7 万美元，空单爆仓 3,327.67 万美元。

此外，全球共有 104,741 人在此期间被爆仓，最大单笔爆仓发生在 Hyperliquid - XYZ:SP500-USD，价值 340.24 万美元。",55,55,0,medium,medium,True,0,爆仓 / 清算风险,爆仓 / 清算风险,True,"[""爆仓 / 清算风险""]","[""爆仓 / 清算风险"", ""异常行情波动风险""]",False,0.5,False,False,B_minor_conflict,llm_adjudication,55,medium,medium,"[""爆仓 / 清算风险""]",爆仓 / 清算风险,新闻显示过去24小时全网爆仓金额达2.13亿美元，涉及10.4万人，最大单笔爆仓340万美元，表明市场出现显著多头和空头挤压，存在大规模清算风险，但数据本身是已发生的清算事件，属于市场正常波动结果，未涉及协议或交易所异常。,0.92,过去24小时全网爆仓2.13亿美元，10.4万人受影响，最大单笔340万美元。,55,medium,medium,"[""爆仓 / 清算风险"", ""异常行情波动风险""]",爆仓 / 清算风险,过去24小时全网爆仓2.13亿美元，超过10万人受影响，显示市场出现剧烈波动并触发大规模清算，可能打击多头信心并引发短期连锁反应，但金额未达历史极端水平，整体风险中等。,0.92,全网24小时爆仓2.13亿美元，10.4万人被清算，最大单笔340万美元。
560,2026-04-16 02:12:34,比特币改进提案361可能冻结旧币，CoW Swap暂停服务及巴基斯坦新规 比特币改进提案361可能要求持有者将资金转移到量子抗性地址，否则旧币将被网络冻结。据 NS3 报道，CoW Swap因DNS劫持事件暂时暂停服务。巴基斯坦出台新规，允许受监管银行为持牌加密公司提供服务。,50,45,5,medium,medium,True,0,交易所与系统运维风险,交易所与系统运维风险,True,"[""交易所与系统运维风险"", ""基础设施 / 协议层异常风险""]","[""交易所与系统运维风险""]",False,0.5,False,False,B_minor_conflict,llm_adjudication,50,medium,medium,"[""交易所与系统运维风险"", ""基础设施 / 协议层异常风险""]",交易所与系统运维风险,新闻包含CoW Swap因DNS劫持事件暂停服务，可能威胁用户资产安全；同时比特币改进提案361提出冻结旧币，若实施将导致协议层重大不确定性；巴基斯坦新规为正面消息，但整体风险中等。,0.9,比特币提案或冻结旧币，CoW Swap暂停服务，巴基斯坦新规开放。,45,medium,medium,"[""交易所与系统运维风险""]",交易所与系统运维风险,CoW Swap因DNS劫持事件暂停服务，属于已发生的安全事件，虽未提及资产损失但影响用户交易，存在一定的运维风险；其他两条新闻无明显风险，整体风险中等。,0.85,CoW Swap因DNS劫持暂停服务，BIP361提议冻结旧币，巴基斯坦放宽加密银行服务。
572,2026-04-15 23:39:33,"量子计算可能对休眠加密货币构成系统性风险 Lopp表示，休眠加密货币可能因量子计算的进步而面临系统性风险。据CoinDesk报道，这可能使攻击者有能力获取这些资产。

这一风险加剧了关于是否冻结这些资产的争论。",15,25,10,low,low,True,0,基础设施 / 协议层异常风险,链上漏洞 / 攻击风险,False,"[""基础设施 / 协议层异常风险""]","[""链上漏洞 / 攻击风险""]",False,0.0,False,True,B_minor_conflict,llm_adjudication,15,low,low,"[""基础设施 / 协议层异常风险""]",基础设施 / 协议层异常风险,新闻仅为分析师对量子计算未来可能威胁休眠加密资产的预测性警告，未发生实际攻击或损失，属于长期潜在风险，当前无直接负面影响。,0.7,量子计算进步或对休眠加密货币构成远期安全风险，引发资产冻结争论。,25,low,low,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,新闻讨论量子计算可能在未来对休眠加密货币构成系统性攻击风险，但目前无实际攻击发生，属于远期潜在威胁，因此风险较低。,0.65,量子计算未来可能攻击休眠加密资产，引发资产冻结争论。
582,2026-04-15 22:31:18,Ether.fi 完成迁移至 OP Mainnet，创历史最大单次 TVL 事件 Ether.fi 已完成向 OP Mainnet 的迁移，转移了 2 亿美元的锁定总价值（TVL），同时迁移了 7 万张活跃卡和 30 万个账户。据 NS3 报道，Ether.fi 的代表表示，此次迁移是 OP Mainnet 历史上最大的一次单次 TVL 事件。Ether.fi 称迁移在三天内完成，期间没有任何停机，Optimism 基金会为从 Scroll 的转换提供了技术支持。,5,18,13,low,low,True,0,无明显风险,无明显风险,True,[],[],True,1.0,False,False,B_minor_conflict,llm_adjudication,5,low,low,[],无明显风险,新闻描述Ether.fi成功迁移至OP Mainnet，转移2亿美元TVL且过程无停机，属于正常项目进展和生态扩展，未出现安全、合规、流动性或市场风险信号。,0.95,Ether.fi完成向OP Mainnet的迁移，转移2亿美元TVL,18,low,low,[],无明显风险,新闻描述 Ether.fi 顺利完成向 OP Mainnet 的迁移，转移了 2 亿美元 TVL 且无停机，属于正常的项目技术迁移和生态扩展事件，未出现任何负面风险信号。,0.95,Ether.fi 完成向 OP Mainnet 的 2 亿美元 TVL 迁移，过程顺利无停机。
612,2026-04-15 20:37:23,特朗普支持项目将销毁45亿代币并解锁407亿代币 特朗普支持的项目计划销毁45亿代币。据CoinDesk报道，该项目还将开始为创始人和团队解锁407亿代币，重组原本设定为无限期的锁定机制。,50,55,5,medium,medium,True,0,项目治理 / 团队异常风险,项目治理 / 团队异常风险,True,"[""项目治理 / 团队异常风险"", ""异常行情波动风险""]","[""项目治理 / 团队异常风险"", ""大额转账 / 巨鲸行为风险""]",False,0.3333,False,False,B_minor_conflict,llm_adjudication,50,medium,medium,"[""项目治理 / 团队异常风险"", ""异常行情波动风险""]",项目治理 / 团队异常风险,新闻称特朗普支持的项目计划销毁45亿代币，同时为创始人和团队解锁407亿代币，并重组原本无限期的锁定机制。大量解锁可能带来市场抛压和规则改变引发的信任问题，构成项目治理风险及潜在行情波动，但事件尚未执行且销毁部分对冲，故评为中等风险。,0.8,特朗普支持项目将销毁45亿代币并解锁407亿团队代币，改变锁定规则。,55,medium,medium,"[""项目治理 / 团队异常风险"", ""大额转账 / 巨鲸行为风险""]",项目治理 / 团队异常风险,新闻称特朗普支持的项目计划销毁45亿代币的同时，将解锁407亿原本无限期锁定的团队代币，解锁量巨大且机制变更，可能引发市场抛压和投资者信心动摇，形成中等风险。,0.85,特朗普项目将销毁45亿代币，同时解锁407亿团队代币并改变锁定机制。
615,2026-04-15 20:34:02,Elizabeth Warren 警告 Elon Musk：X Money 计划可能威胁金融稳定 美国参议员Elizabeth Warren警告Elon Musk，X Money计划于4月推出可能会对消费者和金融稳定构成风险。据NS3报道，X Payments已获得40个州的资金传输许可证。Warren表示，预览材料显示存款账户年收益率高达6%，并指出GENIUS法案包含的条款可能使像X这样的私人公司在发行稳定币时减少监管。,18,20,2,low,low,True,0,监管与法律风险,稳定币异常风险,False,"[""监管与法律风险""]","[""稳定币异常风险"", ""监管与法律风险""]",False,0.5,False,False,B_minor_conflict,llm_adjudication,18,low,low,"[""监管与法律风险""]",监管与法律风险,新闻仅描述参议员Elizabeth Warren对X Money计划的警告，认为可能威胁消费者和金融稳定，但属于政治表态而非已发生的执法行动或实际风险事件，无明确损失或紧急状况，因此风险较低。,0.9,参议员Warren警告X Money计划或带来金融稳定风险。,20,low,low,"[""稳定币异常风险"", ""监管与法律风险""]",稳定币异常风险,参议员Warren警告X Money稳定币计划可能因监管漏洞威胁金融稳定，目前仅为政策观点与担忧，无实际损失或事件发生，风险较低。,0.9,参议员Warren警告X Money稳定币计划或危及金融稳定。
688,2026-04-15 14:34:51,新型社交工程攻击瞄准加密行业用户 Elastic Security Labs发现了一种针对加密和金融行业用户的新型社交工程攻击。据PANews报道，攻击者利用笔记应用Obsidian的社区插件功能传播恶意软件，能够控制受害者设备。攻击者通过LinkedIn和Telegram进行精心设计的社交工程，冒充风险投资公司，以金融服务特别是加密货币流动性解决方案为话题建立业务背景，诱骗受害者使用Obsidian打开攻击者控制的云托管库，并启用社区插件同步，恶意插件随即静默执行攻击链。,45,45,0,medium,medium,True,0,链上漏洞 / 攻击风险,链上漏洞 / 攻击风险,True,"[""链上漏洞 / 攻击风险"", ""诈骗 / 跑路 / Rug Pull 风险""]","[""链上漏洞 / 攻击风险""]",False,0.5,False,False,B_minor_conflict,llm_adjudication,45,medium,medium,"[""链上漏洞 / 攻击风险"", ""诈骗 / 跑路 / Rug Pull 风险""]",链上漏洞 / 攻击风险,新闻披露了一种针对加密行业的新型社交工程攻击，通过恶意Obsidian插件控制设备，可能导致资产被盗，但目前仅为安全公司发现，尚无大规模实际损失确认，风险中等。,0.8,安全公司发现利用Obsidian插件的新型社交工程攻击，瞄准加密用户。,45,medium,medium,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,新闻披露了一种针对加密用户的新型社交工程攻击，攻击者可借此控制设备并可能窃取资产，虽然尚未确认已造成实际大规模损失，但对用户资产安全构成明确威胁，因此评为中等风险。,0.85,安全公司发现利用Obsidian插件针对加密用户的恶意社交工程攻击。
696,2026-04-15 13:02:55,比特币社区提议冻结早期地址中的 170 万枚 BTC 比特币社区中流传的一项提议建议冻结约 170 万枚存储在早期 Pay-to-Public-Key 地址中的 BTC，因为这些持有量不具备量子抗性。据 NS3 报道，批评者指出，网络级别的冻结可能导致一些尚未升级的用户无法使用现有的 UTXO。,30,25,5,low,low,True,0,项目治理 / 团队异常风险,项目治理 / 团队异常风险,True,"[""项目治理 / 团队异常风险"", ""基础设施 / 协议层异常风险""]","[""项目治理 / 团队异常风险""]",False,0.5,False,False,B_minor_conflict,llm_adjudication,30,low,low,"[""项目治理 / 团队异常风险"", ""基础设施 / 协议层异常风险""]",项目治理 / 团队异常风险,社区提议冻结早期地址中的170万枚BTC以应对量子抗性问题，可能引发资产安全和治理争议，但仅为提议且存在批评意见，尚未实际执行，风险较低。,0.7,社区提议冻结早期地址BTC以应对量子威胁，引发争议。,25,low,low,"[""项目治理 / 团队异常风险""]",项目治理 / 团队异常风险,社区提议冻结早期地址BTC以应对量子抗性，可能引发治理争议和对比特币不可变性的担忧，但目前仅为提议，尚未实施，风险较低。,0.7,比特币社区提议冻结170万枚早期地址BTC，因量子抗性，批评者指可能影响用户UTXO。
703,2026-04-15 11:43:08,加密货币期货清算达2.608亿美元，Bitcoin领跌 据 NS3 报道，过去24小时内，加密货币期货清算总额估计达到2.608亿美元。Bitcoin以1.3505亿美元的清算额位居首位，其次是Ether，清算额为9640万美元。,55,42,13,medium,medium,True,0,爆仓 / 清算风险,爆仓 / 清算风险,True,"[""爆仓 / 清算风险"", ""异常行情波动风险""]","[""爆仓 / 清算风险""]",False,0.5,False,False,B_minor_conflict,llm_adjudication,55,medium,medium,"[""爆仓 / 清算风险"", ""异常行情波动风险""]",爆仓 / 清算风险,过去24小时加密期货市场清算总额达2.608亿美元，比特币和以太坊为主要清算资产，显示市场出现剧烈波动和多头强制平仓，可能引发短期价格进一步下滑和避险情绪，但清算规模未触及历史极端水平，故评为中等风险。,0.9,加密期货24小时清算2.6亿美元，BTC领跌。,42,medium,medium,"[""爆仓 / 清算风险""]",爆仓 / 清算风险,新闻报告了加密货币期货市场出现2.608亿美元的大额清算，比特币和以太坊清算规模居前，显示市场存在杠杆爆仓和下行压力，可能引发短期波动和恐慌，但清算总额并非极端，风险中等。,0.9,24小时加密货币期货清算达2.608亿美元，BTC领跌。
705,2026-04-15 10:53:42,链游基础设施团队Lattice宣布逐步关闭业务 链游基础设施团队Lattice宣布将在运营五年后逐步关闭业务。据PANews报道，其Layer 2网络Redstone将于2026年5月16日07:59（东八区时间）停运。Lattice提醒用户在此期限前提取资金，特别是Uniswap池等合约中的资产，关闭后将仅部署L1提款合约供外部账户余额提取，合约中的资金将无法恢复。Lattice成立于2021年，致力于构建自主世界，开发了MUD框架、Redstone链、Quarry和Dozer等工具，但未能实现可持续商业模式。团队将剩余资金用于最终项目DUST自主世界，但规模未达到支撑业务的程度，且不相信VC融资是正确的路径。,55,68,13,medium,medium,True,0,项目治理 / 团队异常风险,项目治理 / 团队异常风险,True,"[""项目治理 / 团队异常风险"", ""偿付能力 / 储备 / 流动性风险""]","[""项目治理 / 团队异常风险"", ""基础设施 / 协议层异常风险""]",False,0.3333,False,False,B_minor_conflict,llm_adjudication,55,medium,medium,"[""项目治理 / 团队异常风险"", ""偿付能力 / 储备 / 流动性风险""]",项目治理 / 团队异常风险,Lattice团队宣布逐步关闭业务，其Layer 2网络Redstone将停运，用户需在截止日期前提取资金，否则合约内资产将无法恢复，存在明确的资产损失风险，但团队已给出提醒和提款窗口。,0.9,链游基础设施团队Lattice宣布关闭业务，L2网络Redstone即将停运，提醒用户提取资产。,68,medium,medium,"[""项目治理 / 团队异常风险"", ""基础设施 / 协议层异常风险""]",项目治理 / 团队异常风险,Lattice团队宣布因商业模式不可持续将逐步关闭业务，其Layer 2网络Redstone将停止运营，用户需在截止日期前提取合约中的资产，否则资金将无法恢复。这构成明确的项目关闭和网络停运事件，存在用户资产损失风险，但团队主动公告提醒，并非恶意跑路，因此评判为中等风险。,0.9,链游基础设施团队Lattice宣布关闭业务，其L2网络Redstone将停运，提醒用户提前提取资金以避损失。
722,2026-04-15 04:30:12,CoW Swap 遭遇 DNS 劫持，COW 币价下跌超 3% CoW Swap 警告用户避免使用 swap.cow.fi，因其遭遇 DNS 劫持。据 NS3 报道，COW 币价下跌超过 3%，至 $0.2159。CoW Swap 背后的 DAO 表示已暂停其后台和 API。网站前端漏洞在发布时仍在继续。,75,75,0,high,high,True,0,链上漏洞 / 攻击风险,链上漏洞 / 攻击风险,True,"[""链上漏洞 / 攻击风险"", ""异常行情波动风险""]","[""链上漏洞 / 攻击风险"", ""交易所与系统运维风险"", ""异常行情波动风险""]",False,0.6667,False,False,B_minor_conflict,llm_adjudication,75,high,high,"[""链上漏洞 / 攻击风险"", ""异常行情波动风险""]",链上漏洞 / 攻击风险,CoW Swap 前端网站遭遇 DNS 劫持，攻击者可能利用恶意界面窃取用户资产，项目方已确认事件并暂停后台服务，同时 COW 代币价格下跌超 3%，构成较高的用户资产安全和市场波动风险。,0.95,CoW Swap 网站 DNS 劫持，COW 币价下跌超 3%。,75,high,high,"[""链上漏洞 / 攻击风险"", ""交易所与系统运维风险"", ""异常行情波动风险""]",链上漏洞 / 攻击风险,CoW Swap 前端网站遭遇 DNS 劫持攻击，项目方已暂停后台和 API 并警告用户，攻击可能导致用户资产损失，COW 币价下跌超 3%，构成明确安全风险。,0.9,CoW Swap 前端遭 DNS 劫持，项目方暂停服务并警告用户。
737,2026-04-14 23:55:27,"Ethereum Layer-2 网络 Scroll 资金流失，TVL 减少 1.6 亿美元 据 ChainCatcher 报道，受 Ether.fi 迁移至 Optimism 影响，Ethereum Layer-2 网络 Scroll 遭遇重大资金流失，总锁仓价值（TVL）减少约 1.6 亿美元，年化费用损失约 1,300 万美元。

Scroll 表示将解散去中心化安全委员会，并裁减 DAO 成员以降低运营成本，网络控制权将转交给内部团队。协议迁移后，Scroll 曾短暂上调网络 Gas 费用 1,280 倍，导致用户多支付超 5 万美元手续费，目前已恢复正常。调整后，Scroll TVL 降至约 2,300 万美元。官方称所有合约变更将保持链上透明可查。",55,60,5,medium,medium,True,0,项目治理 / 团队异常风险,偿付能力 / 储备 / 流动性风险,False,"[""项目治理 / 团队异常风险"", ""偿付能力 / 储备 / 流动性风险""]","[""偿付能力 / 储备 / 流动性风险"", ""项目治理 / 团队异常风险"", ""交易所与系统运维风险""]",False,0.6667,False,False,B_minor_conflict,llm_adjudication,55,medium,medium,"[""项目治理 / 团队异常风险"", ""偿付能力 / 储备 / 流动性风险""]",项目治理 / 团队异常风险,新闻显示Scroll因Ether.fi迁移导致TVL大幅下降和显著费用损失，随之解散去中心化安全委员会、裁减DAO成员并将控制权移交内部团队，治理结构突变且存在资金持续流失风险，但未发生资产被盗或协议崩溃，整体风险中等。,0.85,Scroll受Ether.fi迁移影响TVL锐减1.6亿美元，年损失1300万美元，随后解散安全委员会并裁员以削减成本。,60,medium,medium,"[""偿付能力 / 储备 / 流动性风险"", ""项目治理 / 团队异常风险"", ""交易所与系统运维风险""]",偿付能力 / 储备 / 流动性风险,Scroll网络因Ether.fi迁移导致TVL骤降、年化费用损失，并宣布解散安全委员会、集中控制权及Gas费异常波动，反映出流动性萎缩、治理中心化和运维异常的三重风险。,0.85,Scroll TVL因协议迁移锐减，治理结构向中心化调整，Gas费一度异常飙升。
739,2026-04-14 23:24:34,市场情绪！山寨币浮亏严重，持仓集中于周期高点买家 Foresight News 消息，glassnode 发推表示，相对未实现亏损（Relative Unrealized Loss）以市值百分比来衡量总未实现亏损情况。据 Foresight News 报道，该指标可反映持币者整体处于多深的「浮亏」状态。截至目前：SOL 为 54.8%，BTC 为 11.9%，ETH 为 16.6%。山寨币亏损水平居高不下，反映出这些市场顶部持仓情况严重，在这些市场中，供应更多地集中在那些在周期高点附近入场的买家手中。,25,12,13,low,low,True,0,无明显风险,无明显风险,True,[],[],True,1.0,False,False,B_minor_conflict,llm_adjudication,25,low,low,[],无明显风险,新闻仅报告了持币者的相对未实现亏损数据，反映市场周期高点入场者的浮亏状态，属于市场现状的客观描述，未出现攻击、监管、系统故障或流动性危机等具体风险事件，因此整体风险较低。,0.95,glassnode数据显示SOL等山寨币持有者浮亏严重，供应集中于周期高点买家。,12,low,low,[],无明显风险,新闻仅引述链上数据反映山寨币持有者普遍浮亏，属于市场现状描述，未出现攻击、监管、脱锚或系统故障等具体风险事件，整体风险较低。,0.95,Glassnode数据显示山寨币相对未实现亏损居高不下，反映持仓集中于高点买家。
743,2026-04-14 22:53:44,鲸鱼账户“pension-usdt.eth”在BTC和ETH空头头寸上浮亏超1.17亿美元 Onchain Lens在 X（原Twitter）表示，随着市场上涨，鲸鱼账户“pension-usdt.eth”在其BTC和ETH的3倍空头头寸上浮动亏损超过1.17亿美元。,65,45,20,medium,medium,True,0,爆仓 / 清算风险,爆仓 / 清算风险,True,"[""爆仓 / 清算风险"", ""大额转账 / 巨鲸行为风险""]","[""爆仓 / 清算风险""]",False,0.5,False,False,B_minor_conflict,llm_adjudication,65,medium,medium,"[""爆仓 / 清算风险"", ""大额转账 / 巨鲸行为风险""]",爆仓 / 清算风险,该鲸鱼账户在BTC和ETH的3倍空头头寸上产生超1.17亿美元浮动亏损，面临潜在爆仓风险，可能引发市场抛压和连锁清算，因此评为较高风险。,0.85,鲸鱼pension-usdt.eth因市场上涨在BTC/ETH空头头寸浮亏超1.17亿美元。,45,medium,medium,"[""爆仓 / 清算风险""]",爆仓 / 清算风险,鲸鱼账户在BTC和ETH的3倍空头头寸上浮动亏损超1.17亿美元，若行情继续上涨，可能触发大规模清算，对市场产生抛压或波动，构成中等风险。,0.85,鲸鱼“pension-usdt.eth”在BTC和ETH空头头寸上浮亏超1.17亿美元，面临潜在清算。
809,2026-04-14 16:14:11,悉尼创业者被控加密骗局，数百万美元损失 悉尼创业者Pasternak在纽约法院面临指控，涉嫌参与加密rug pull骗局。据PANews报道，该事件导致数百万美元损失。Solana生态应用Believe的创始人Pasternak被指控在加密领域实施欺诈行为，影响了投资者的信任和资金安全。,90,75,15,high,high,True,0,诈骗 / 跑路 / Rug Pull 风险,诈骗 / 跑路 / Rug Pull 风险,True,"[""诈骗 / 跑路 / Rug Pull 风险"", ""监管与法律风险""]","[""诈骗 / 跑路 / Rug Pull 风险""]",False,0.5,False,False,B_minor_conflict,llm_adjudication,90,high,high,"[""诈骗 / 跑路 / Rug Pull 风险"", ""监管与法律风险""]",诈骗 / 跑路 / Rug Pull 风险,新闻称悉尼创业者因涉嫌加密 rug pull 骗局在纽约法院被指控，已造成数百万美元损失，属于典型的欺诈事件，严重损害投资者信任与资金安全，风险极高。,0.95,悉尼创业者因加密骗局被指控，致数百万美元损失，面临法律诉讼。,75,high,high,"[""诈骗 / 跑路 / Rug Pull 风险""]",诈骗 / 跑路 / Rug Pull 风险,新闻称悉尼创业者因涉嫌参与加密rug pull骗局在纽约法院被指控，已造成数百万美元损失，直接影响投资者资金安全与市场信任，属于典型的项目方欺诈行为，风险较高。,0.92,悉尼创业者被控加密骗局，涉嫌Rug Pull致数百万美元损失。
821,2026-04-14 14:04:19,"部分山寨币价格暴涨后迅速下跌，FF 和 INX 团队被指操控市场 4 月 14 日，部分山寨币如 RAVE 在庄家推动下短期内涨幅数十倍。据 BlockBeats 报道，尽管此类拉盘行为存争议，激进投资者仍积极参与。

项目方利用市场情绪快速拉高出货，FF 和 INX 为代表。FF 在 11 日凌晨从 0.07 美元翻倍至 0.17641 美元后迅速下跌至 0.07786 美元。

INX 团队在拉盘一天后，至少两个地址将价值约 40 万美元代币出售，导致币价腰斩。FF 和 INX 曾是融资项目，如今却被指操控市场。",55,48,7,medium,medium,True,0,诈骗 / 跑路 / Rug Pull 风险,项目治理 / 团队异常风险,False,"[""诈骗 / 跑路 / Rug Pull 风险"", ""项目治理 / 团队异常风险""]","[""异常行情波动风险"", ""项目治理 / 团队异常风险""]",False,0.3333,False,False,B_minor_conflict,llm_adjudication,55,medium,medium,"[""诈骗 / 跑路 / Rug Pull 风险"", ""项目治理 / 团队异常风险""]",诈骗 / 跑路 / Rug Pull 风险,新闻指出FF和INX项目方通过拉高出货操纵市场，导致币价暴涨后迅速下跌，其中INX团队出售约40万美元代币引发腰斩，构成明显的市场操纵和潜在投资者损失风险。影响范围主要限于个别山寨币，尚未出现大规模系统性影响。,0.85,FF和INX团队被指操纵市场，拉高出货导致相关山寨币价格暴涨暴跌。,48,medium,medium,"[""异常行情波动风险"", ""项目治理 / 团队异常风险""]",项目治理 / 团队异常风险,新闻指出FF和INX团队涉嫌通过拉高后抛售代币操控市场，导致币价暴涨后迅速暴跌，对投资者造成损失并损害市场公平性，但影响主要限于个别山寨币，故评为中等风险。,0.82,山寨币被指遭团队拉高出货，价格剧烈波动
